[-1441,-2228,8],1
-1148,515,7,2
-807,-2458,7,2
242,-459,11,2
-344,-2542,12,2
1410,2626,11,2
1244,-1747,7,1
-277,1521,9,1
1599,-313,12,2
1392,-1978,9,2
266,407,12,2
-2332,71,8,1
1271,-530,9,1
-2071,780,11,2
-2241,112,12,2
166,-673,8,2
-548,2434,11,1
1309,-2069,10,1
-2249,-1182,8,1
2392,242,11,1
232,-2886,12,2
952,868,8,1
-1371,-1748,10,1
876,1534,7,1
-577,-2172,12,2
920,2175,10,1
2255,1173,8,1
-1944,1874,11,2
-2303,-967,9,1
-2299,-1023,12,2
-550,2234,7,1
-718,-2432,10,1
-169,2968,8,2
1874,1662,11,2
1292,-2356,10,1
-170,1813,7,1
-1093,-2173,8,1
-309,2524,8,1
-1125,2523,7,2
675,-1852,7,1
1624,2267,8,1
-2579,-644,11,1
-403,2262,9,1
-259,-2461,11,2
1392,-288,12,1
2200,1028,9,2
983,-1428,9,1
-834,-2645,12,2
22,828,10,1
-1258,-1733,10,2
2796,586,7,2
-1371,-1748,12,2
2472,-99,7,2
-2658,-475,9,1
32,-90,12,2
-1732,-1445,10,1
1002,1548,7,1
2791,-684,12,2
-2400,1404,9,1
2089,-1752,12,2
885,-2451,10,1
-1510,-1943,9,2
1524,342,11,1
-2177,634,7,1
-1209,-1095,12,1
2743,-525,7,1
-1195,679,12,2
-1431,-1228,9,1
-843,1100,10,1
-268,-1005,12,2
714,2207,12,2
255,1565,8,1
2758,719,7,1
-1272,1646,7,2
852,-2842,11,1
1966,1189,9,2
-60,1708,8,1
2342,1428,9,2
-1354,-1863,9,1
-352,-2051,12,2
-134,-1164,7,1
1624,2267,8,1
-629,-313,7,1
555,-2194,8,1
816,2571,12,2
2896,-540,7,2
2650,636,12,2
2086,-947,7,1
674,2040,10,2
-1092,-309,7,1
1858,986,9,1
-183,1945,8,1
-224,715,12,2
690,-2153,7,2
1158,1539,8,1
-813,2749,7,2
602,-2441,7,2
2149,2066,12,2
-103,1586,7,1
-38,1729,12,1
1282,1995,9,2
482,-2060,10,2
1874,1662,7,1
2120,1831,12,2
-2107,702,10,2
677,2579,8,1
-827,-2571,9,2
2427,280,10,2
2202,1512,12,2
-121,662,9,2
-187,2851,9,2
-427,-1045,10,2
-1093,-2173,7,1
-995,-1662,12,2
589,1450,7,1
-490,652,12,2
2441,-296,12,2
1602,-1406,11,1
1918,-441,10,1
-2241,112,8,2
-319,-1267,8,2
-1735,398,10,1
1488,652,7,2
-216,1159,12,2
2447,105,8,2
777,2225,11,2
-869,105,11,2
-2979,346,10,2
-1272,1646,8,2
1418,-2574,8,2
-2249,-1182,11,2
725,-2279,11,2
684,1683,10,1
1364,509,8,1
-1903,-834,9,1
298,2965,8,2
-2790,-445,11,2
-124,2958,12,2
-1066,-29,9,2
-69,-1280,9,2
1392,-1978,9,2
1445,816,10,2
-719,789,10,2
1425,-947,10,1
490,-1635,11,2
-24,1203,12,2
-607,2713,9,2
2700,1243,10,2
1505,1441,11,2
952,868,9,2
1409,1473,12,2
2072,-255,10,2
-636,-2398,8,1
-427,-1045,9,1
892,2007,12,2
100,-2355,12,2
-1238,81,10,1
531,-98,7,1
2587,-956,12,2
563,-751,11,1
120,1893,9,1
439,2234,7,2
2250,-214,12,2
2669,1075,10,2
-1966,1114,11,2
2473,104,10,1
-838,1140,11,2
-1066,-29,7,1
-1106,137,12,2
1795,570,12,2
354,1709,10,2
-110,-1030,9,1
-682,-2177,12,2
-2785,-44,9,2
586,-2342,8,2
-249,-381,11,2
1154,-467,12,2
-2102,-1748,11,2
-2235,-1076,12,2
2480,976,11,2
-1178,-1366,8,1
-719,789,8,2
-386,-1020,7,1
475,2655,12,2
114,1362,10,1
2711,-530,11,2
9,1460,12,1
943,-1249,12,2
-1215,809,9,2
-425,2321,11,2
983,-1428,12,2
1941,-1194,10,1
2406,-1418,12,2
32,-90,11,1
-2447,-176,9,2
-12,2999,7,2
-2622,-995,12,2
-150,345,9,2
2104,-429,9,1
1764,23,12,2
2417,-1134,8,1
-948,-1392,8,1
2586,-382,12,2
2201,-1599,12,2
589,1450,8,1
2250,-1619,8,1
221,1140,8,1
2305,-1780,9,1
-714,-124,7,1
-110,-2602,10,2
-227,2265,9,1
2758,719,11,2
-1429,444,8,2
2293,-1587,10,1
-1074,307,8,2
128,1119,11,1
-2847,766,8,2
743,-2875,8,1
1887,559,12,2
-813,2749,11,2
-827,-2571,10,1
2120,-520,7,1
1316,2465,11,2
-2395,618,9,2
520,-1956,9,1
1058,-639,7,1
-1714,-1036,12,1
-2847,766,7,2
-394,874,9,1
1618,1747,11,2
-1148,515,11,2
1945,-949,9,1
671,-2859,9,2
152,126,10,1
-1306,441,11,2
-2087,-596,11,1
1503,-1648,10,1
-2983,198,9,1
-1476,1088,11,2
-2178,606,12,2
539,-360,7,1
816,2571,9,1
1601,-2036,8,1
2086,-947,12,2
-110,-2602,12,2
-582,-2821,12,2
21,-1626,12,2
1966,1189,12,2
-219,-1185,7,2
-166,1250,8,1
-2564,247,7,2
-555,1808,7,1
1348,1110,8,2
2471,1543,7,2
-367,1956,12,2
1392,-1978,9,1
-69,-1280,7,1
-2845,-904,12,2
1601,-2131,7,1
621,392,12,2
2543,1467,12,2
1602,-1406,10,1
-112,2036,12,1
-1793,583,12,2
-1727,-1237,10,1
2250,-1619,8,1
900,2291,11,1
-970,-1846,7,1
-1792,2374,10,2
-1319,-2438,8,1
-254,-1804,10,1
35,-1221,12,2
-236,105,12,2
-132,1556,9,1
9,1253,10,1
-1245,1417,8,1
1083,2123,12,2
824,1085,8,1
-1412,-138,9,1
2719,462,10,2
288,1096,10,1
-555,1808,9,1
-824,-1835,12,2
-1429,444,11,1
-729,1270,8,1
2777,123,8,2
2266,758,7,2
1468,-594,12,1
-1955,2097,7,1
-548,2434,9,1
1008,2043,11,2
1410,2626,8,1
-2053,155,7,2
-1371,-1748,7,2
1015,-2136,12,2
690,-2153,9,1
1112,63,7,1
-2177,634,9,1
-1924,-2262,8,1
1881,834,10,2
-1209,-1095,7,1
-1298,2124,9,1
298,2965,10,2
1464,436,11,1
1445,816,10,2
1723,-1443,10,1
-716,692,11,2
329,978,7,1
-869,105,9,1
-369,-2160,10,1
-1949,1516,11,2
-2534,20,8,1
745,-410,7,1
1526,-1787,10,1
754,2088,9,1
2471,1543,7,2
-1561,-1942,12,2
-187,2851,12,2
-762,-1981,8,1
-1194,237,9,1
-367,1956,11,2
-1571,-2100,8,2
1441,-2501,7,1
128,1119,8,2
372,2682,8,2
221,1140,8,2
-2683,855,12,2
-1955,2097,10,1
-64,70,7,1
-2867,-75,8,1
2102,744,12,2
-492,2439,11,2
-1571,-2100,11,2
2120,1831,10,1
-665,-2313,9,1
-2897,441,8,2
1424,-2340,7,2
2392,242,8,1
1069,-656,7,1
227,1848,11,1
-2971,-268,7,1
1751,1969,8,1
520,-1956,9,2
-227,2105,9,2
1710,-1019,12,1
482,-2060,9,2
2835,633,8,2
2758,719,12,2
-1011,-2166,7,1
24,1771,9,1
-1041,-751,9,1
-236,105,8,2
-714,-124,12,2
-954,-2383,11,2
2956,477,7,1
343,-709,8,1
329,2084,12,2
-2404,730,7,2
395,2159,8,2
1309,-2069,10,1
-630,-2347,9,1
-431,-2532,10,2
1282,1995,10,2
621,392,11,1
21,-1626,8,2
2543,1467,10,2
-447,268,8,1
1674,412,8,2
-166,1250,9,1
-1080,-775,10,1
-2420,1211,12,2
672,-35,9,2
-762,-1981,12,2
1602,-1406,9,1
-1074,307,7,2
-2393,686,12,2
-2021,1389,11,2
-318,1732,10,1
-1737,-1598,8,1
434,2385,12,2
-788,2045,11,2
2548,-1575,8,2
273,-1002,8,2
-829,1322,10,2
892,2007,11,2
824,1085,12,2
1444,784,8,2
-636,597,10,2
743,-2875,10,2
638,2001,10,2
-1673,-1365,11,1
1994,-2188,10,2
2767,655,9,2
2414,-579,10,2
2371,-281,9,1
-968,-815,12,1
2898,329,10,2
2833,-337,10,2
-734,-2639,12,2
-1263,2256,11,2
725,-2279,7,1
-1194,237,12,2
2806,572,10,2
298,2965,7,2
54,-683,8,1
-318,1732,12,1
-353,2138,11,2
-38,1729,11,1
1135,495,11,1
-1371,-1748,10,1
-2027,-1946,8,2
-2658,-475,8,2
266,407,9,1
-816,-2324,12,2
952,868,7,1
2342,1428,8,1
-2743,-294,11,1
-2177,634,10,1
-1683,-299,7,1
-300,2488,12,2
1750,2406,7,2
2062,-1927,7,1
-909,2462,8,1
1477,-1706,8,1
846,-829,12,1
-2006,739,8,2
-1064,-1638,8,1
1154,-467,8,1
-1669,-1550,9,1
142,-1439,8,2
1348,1110,9,1
-709,2105,12,2
1139,1931,8,1
1566,-959,8,1
716,1141,10,1
-2609,-1047,9,1
-2830,-340,10,2
-1104,-640,11,1
385,-2556,11,2
288,1096,12,2
1076,1777,12,2
1499,-1927,8,1
-64,70,10,2
-920,764,11,2
-385,-171,10,2
1174,1042,10,2
852,-2842,8,2
1566,-959,7,1
40,1542,8,1
2149,2066,12,2
1515,-1816,8,1
-555,1808,12,2
-1935,1557,10,2
271,-35,8,1
1392,-1978,9,1
-209,-1490,7,1
133,2076,8,1
-564,715,8,1
-440,2448,10,2
589,1450,10,1
-221,-2105,9,1
2614,1312,12,2
2744,-737,12,2
-856,-868,8,1
-1279,521,9,1
-577,-2172,8,2
601,404,8,1
1519,-1937,7,1
58,-923,11,1
-1924,-2262,9,2
-27,-481,8,1
1094,1888,12,2
1881,834,9,2
-1092,-309,9,1
-272,-1623,10,2
695,-137,9,2
-1074,307,9,2
-268,-1005,9,2
-2363,-436,7,1
1819,1537,11,2
586,-2342,12,2
966,-735,9,1
-999,27,7,1
-2045,-1855,8,1
-533,-2002,10,2
2392,242,10,1
-1145,-1874,9,2
-1903,-834,8,1
262,1448,7,1
-1371,-1748,7,1
685,38,11,1
-752,-1975,9,2
1015,-2136,7,1
622,2534,9,1
725,-2279,9,1
-460,1222,12,2
-2658,-475,10,1
-440,2448,8,1
-4,-2261,11,1
-661,2685,9,2
1158,1421,7,1
-37,2100,10,1
1697,313,8,1
-1163,-2114,8,1
1282,-409,7,1
-984,1742,9,1
-1000,1351,8,1
-2124,1532,12,2
1610,-511,12,2
-547,-2763,8,2
-401,625,9,1
232,-2886,10,2
-768,-1653,8,1
-1731,-2368,9,2
2250,-214,7,1
1232,-1435,10,1
-1523,-762,12,1
-24,1203,12,1
-948,-1392,8,2
-2796,-747,10,2
261,2873,9,2
-2404,730,9,2
1098,1577,12,2
-1412,-138,12,1
689,1504,10,2
-1445,-1695,10,1
-1510,-1943,11,2
-1410,-574,7,1
1649,1884,12,2
136,1646,10,1
1271,-530,12,1
2072,-255,11,2
242,-459,10,2
-37,2100,8,1
1668,1999,11,2
-1185,312,10,2
2758,719,7,2
1600,1601,7,2
-816,-2324,11,2
2318,344,11,2
2230,43,7,1
-832,2334,7,1
677,2579,10,2
298,2965,11,2
-1259,2369,11,2
2732,297,10,2
-2184,1308,7,2
-1238,81,11,2
1238,-178,9,1
-1088,-833,7,1
1795,1492,10,2
-192,-1333,11,2
-416,286,7,1
-999,27,10,1
2224,-1574,11,2
409,1966,9,1
-1703,-455,9,1
372,2682,7,1
-2045,-1855,12,2
116,690,12,2
1881,834,9,1
-666,677,10,2
1935,-1522,10,2
2641,-509,8,1
-2845,-904,7,1
1274,2328,8,1
-249,-381,7,1
1350,-1711,10,2
365,-2643,8,1
-1025,2382,12,2
-499,1658,9,1
528,-1808,10,2
-1827,1639,10,2
-2363,-436,8,1
-1046,-1966,11,1
626,-565,9,1
-227,2105,10,1
2206,766,10,2
1008,2043,10,2
2806,572,9,2
2543,1467,11,2
-1537,1158,10,2
-1962,448,12,2
851,-2644,7,1
1524,342,10,2
1541,-1958,9,1
-2375,1181,10,2
-1163,-2114,8,1
-763,-1235,12,2
-671,845,10,2
1445,816,10,2
2287,-543,10,2
-1423,-416,7,1
-2235,-1076,9,1
-1867,-1765,12,2
-1735,398,10,2
695,-137,7,1
145,1049,12,2
-2152,-1900,8,1
-856,-868,12,1
-1801,-904,7,1
-213,-724,7,1
-556,2234,11,1
-1464,1247,8,2
162,2436,12,2
2222,327,7,1
2337,622,10,2
9,1253,7,1
-36,-2279,10,2
-636,597,9,1
-390,-2189,7,1
-607,2713,12,2
492,2620,10,2
-1074,307,11,2
1047,800,7,2
-829,1322,7,1
-2447,-176,8,1
409,1966,10,2
1425,-947,10,1
-345,1002,10,2
851,-2644,7,2
1418,1344,11,2
1158,1421,9,2
-834,-2055,7,1
-1238,1778,12,2
271,-35,11,2
1409,1473,9,2
2200,1028,9,2
-2504,261,11,2
841,622,7,1
2205,803,12,2
-245,-2765,10,2
2780,503,7,1
885,-2451,8,1
-967,-1692,8,1
375,1636,12,1
842,-1411,12,2
2492,468,10,2
1232,-1435,10,2
1398,-815,8,1
1244,-1747,10,2
1238,-178,12,2
-789,2242,7,2
1174,1042,12,2
724,-323,9,1
2140,-1690,11,1
1623,2431,8,2
685,38,7,1
-848,1788,8,1
749,-2698,12,2
1002,-943,7,1
790,1754,10,2
1441,-2501,7,2
-2897,441,7,2
-1577,1521,7,2
1204,1863,12,2
-2177,634,8,2
-1319,-2438,7,2
-2063,1620,11,2
872,-1010,8,1
354,1709,8,1
-511,-650,10,1
-227,2265,10,1
-104,2450,8,2
1089,241,12,2
2176,1221,9,1
57,-223,8,1
-470,611,10,1
-2237,-1160,8,2
-737,399,8,1
-1735,398,7,1
-1431,-1228,11,1
1612,-2181,7,1
2763,-522,9,1
913,-2066,10,1
-300,2488,7,1
2416,-1380,11,2
-1164,-2006,12,1
312,2932,11,2
-577,-2172,9,1
2596,-1028,8,1
464,2906,12,2
-425,2321,8,1
1827,-722,7,1
-1032,2657,12,2
2845,-272,9,2
1600,1601,9,2
242,-459,7,2
-2564,247,7,2
2870,-610,11,2
695,-137,9,2
-994,-1172,8,2
2266,758,8,2
1392,-1978,9,2
-1160,-1369,8,2
2363,-361,7,2
1451,90,7,1
-1115,1973,9,1
-1857,-2161,10,2
-1967,-748,9,1
2845,-660,12,2
2384,283,9,1
-2021,1389,10,2
2041,425,7,1
-2535,1160,11,2
439,716,11,2
1963,1974,12,2
-825,242,9,1
1098,1577,11,2
-535,326,10,1
-2983,198,11,2
22,828,7,1
1566,-959,10,1
2611,326,11,2
2265,511,12,2
1076,1777,10,1
2907,-439,11,2
1156,-2393,10,2
-768,-1653,9,2
2907,585,11,2
1987,1323,11,2
-1160,-1369,9,1
2404,893,12,2
-1819,-1370,7,1
1569,-5,12,2
-490,652,7,1
303,-3,9,1
-2642,-1366,7,1
-1152,1280,11,2
-507,1035,11,2
1834,-281,8,1
-641,589,8,1
2427,280,8,2
-2115,133,11,1
539,-360,8,2
-2057,836,10,2
-2658,-475,7,1
-664,465,10,1
2120,-520,10,1
1349,-184,9,1
-1571,-2100,7,1
2764,-1115,12,2
805,-2589,8,2
-500,-1136,8,1
1781,1630,10,1
-2474,398,10,2
2757,717,12,2
-39,1167,11,1
-166,1250,8,1
2587,-956,12,2
-644,2550,9,1
-2642,-1366,10,2
-473,1074,7,1
-661,2685,8,2
2845,-660,11,2
2511,-458,10,1
-2643,365,7,1
-2092,-680,12,1
-1641,-481,10,1
2606,-646,11,1
-1734,-1061,7,1
-1284,2490,12,2
1552,2422,11,2
288,1096,10,1
2463,345,7,1
1297,1888,8,2
-810,-2763,8,2
14,579,8,2
-1697,888,10,2
-722,-1514,9,1
-2030,1571,7,1
-912,66,11,2
-1243,2012,12,2
1371,113,10,2
1306,365,10,2
754,2088,9,1
-12,-1668,7,1
-300,2488,10,2
1827,-722,7,1
142,-1439,9,1
675,-1852,8,1
2791,-684,10,2
-934,-2330,8,1
-975,2223,10,2
-740,-1446,10,1
646,-2281,10,2
-1792,1882,11,2
-1736,-2388,9,2
-526,-1369,11,2
2674,256,12,2
2379,950,10,2
-834,1395,10,2
2911,-343,8,1
-999,27,8,1
-614,516,11,1
880,1254,12,2
1282,1995,10,2
-1044,1684,9,1
2200,1028,12,2
-470,611,8,1
533,-2427,9,1
-649,-2372,7,2
-1185,312,7,1
-2540,-117,8,1
-2057,318,11,2
-1737,-1671,11,2
544,1119,12,2
2732,297,11,2
-1641,-481,10,1
-1124,-2738,8,2
-268,-1005,8,1
1834,-281,12,2
-1734,-1061,7,1
-753,-2628,10,2
329,2084,10,1
-1272,-833,9,1
1316,2465,9,1
2424,210,8,2
1306,365,8,2
2470,-154,11,2
874,334,12,2
589,-2715,8,2
1241,170,12,2
-2465,282,12,2
-403,2262,10,1
921,608,9,2
-470,-1524,12,2
-2345,-314,12,2
-1039,-2526,10,2
-1284,2490,9,2
1505,1441,7,2
288,1096,7,1
-134,-1164,8,1
878,-925,9,2
969,2134,10,2
-470,611,11,2
1239,698,11,2
2471,1543,12,2
1444,784,11,2
-666,-1708,7,1
956,-994,9,2
377,-2797,10,2
-1442,1393,11,2
1375,-1964,12,2
2427,280,12,2
-763,-1235,8,2
2480,976,10,2
-765,570,7,1
-1903,-834,8,1
-967,-1692,10,1
2250,-214,12,2
-300,-2226,11,2
-270,-370,7,1
-362,1983,12,1
-1011,-2166,9,2
-1949,1516,10,2
1158,1539,7,2
-2580,-932,11,2
2254,1724,12,2
-141,-2437,10,2
1969,466,12,2
54,-683,10,1
-2410,252,11,2
-834,-2055,9,2
885,-2451,11,2
2777,123,9,2
-2554,1533,9,2
-492,2439,8,1
-1104,-640,9,1
-750,1844,11,1
2238,1891,10,2
-721,453,11,2
-1274,1686,8,2
872,-1010,9,1
1028,-2394,11,2
1425,-947,7,1
164,1130,8,1
2161,1987,12,2
-500,-1136,11,1
-855,-1677,12,2
745,-410,8,2
-2184,1308,11,2
1165,-36,9,1
1522,-599,8,1
1715,-1408,8,2
-1250,1187,10,1
-2238,-590,7,2
786,108,8,1
-1051,-719,7,1
770,-136,9,1
482,-2060,12,2
1887,559,8,1
-1648,828,12,2
2200,1028,10,2
1418,-2574,7,1
372,2487,9,1
116,690,10,2
695,-137,8,1
467,-2090,9,1
-1929,2219,12,2
-1204,-1867,10,2
-834,-2055,9,1
533,-2427,10,2
-2410,252,10,2
-2845,-904,10,2
-132,1556,10,1
-1999,365,7,2
-134,-1164,7,1
-1734,-1061,7,1
-2235,-1076,7,2
-2847,766,8,1
-1792,1882,9,1
1881,834,7,1
-1129,389,12,2
469,367,11,2
-2006,739,12,2
2898,329,10,2
2086,-947,12,1
2667,-1007,10,1
-2658,-475,11,2
298,2965,10,2
-2152,-1900,10,2
1425,433,11,2
-2790,-445,7,2
-1272,-833,11,1
-909,2462,10,1
-650,870,12,2
-1215,809,11,2
2881,-423,8,1
603,-2366,9,1
892,2007,8,1
1499,-1927,12,2
1083,2123,12,2
2250,-1619,10,1
-934,-2330,11,2
-1531,-524,8,2
-2654,573,8,2
2419,35,11,2
-121,662,8,1
872,-1010,11,1
1578,1877,12,2
-2116,1016,10,2
-509,-1652,8,2
-740,-1446,9,1
-385,-171,12,2
-2299,-1023,8,2
2756,-469,8,2
2743,-525,8,2
-1254,1144,8,1
905,1119,12,2
329,2084,12,2
-1827,1639,12,2
1008,2043,10,2
658,1412,7,1
-1697,888,11,2
2196,469,12,2
-1523,-762,11,1
-914,-2637,9,2
-2018,1666,12,2
-2564,247,12,2
1306,365,7,1
-989,-2291,8,1
2779,842,11,2
2176,1221,12,2
-1431,-1228,9,1
-1263,2256,11,2
-834,1395,7,1
685,38,9,1
-1470,1064,9,2
1197,-2068,12,2
-2845,-904,7,2
724,-323,8,1
-254,-1804,12,2
-1386,-17,12,1
190,1784,10,1
-1641,-481,10,1
-1944,1874,11,2
-869,105,11,2
-470,611,11,2
339,-290,9,1
-440,2884,8,2
-1466,2442,9,2
2332,1516,10,2
-737,399,11,2
689,1504,11,2
-607,2713,7,2
-1652,104,10,2
-309,2524,11,2
-895,947,8,1
274,2566,7,1
943,-1249,11,2
-2235,1117,10,2
2318,344,12,2
-807,-2458,7,1
403,-1562,11,2
-788,2045,12,2
-150,345,9,1
365,-2643,7,1
-213,-724,8,1
-2127,482,11,2
1716,116,12,2
-2124,1532,7,1
-431,574,12,2
-2332,71,9,1
-277,1521,11,1
-2394,703,12,2
-132,1556,12,1
1824,280,7,1
-1648,828,7,2
-1263,-94,7,1
2120,1831,11,2
-2683,855,9,2
1309,-2069,10,2
54,-683,10,2
-636,597,9,1
-2624,-343,10,2
-1739,1082,8,1
47,636,7,1
621,-2578,7,2
2072,-255,11,2
-676,1222,8,2
-169,2968,11,2
2758,719,9,1
1566,-959,11,1
9,1460,10,1
-2785,-44,7,1
-718,-2432,8,1
2480,976,10,2
1057,-2697,10,2
-2045,-1855,11,2
1668,1999,8,1
1232,-1435,12,2
-425,2321,11,1
646,-2281,11,2
769,2649,9,2
-1734,-1061,9,1
-1982,839,10,2
1935,1170,10,2
-470,611,12,2
194,432,9,1
-912,66,12,2
1945,-949,10,1
-941,-1112,12,2
-319,-1267,7,2
124,1685,10,1
-920,764,11,2
2796,586,11,2
133,2076,7,2
-141,-2437,10,2
-1067,2285,12,2
85,2271,8,1
586,-2342,8,1
-2979,346,12,2
-1830,-831,7,1
1941,-1194,11,1
412,2063,12,2
339,-290,10,1
-470,-1524,10,2
113,-723,12,2
-533,-2002,12,2
1418,-3,12,2
-2354,527,9,1
-2664,-156,8,2
-1194,237,8,2
-824,-1835,11,2
-1386,-17,8,1
-1732,-1445,12,2
-583,-226,10,1
1602,-1406,8,1
-765,570,7,2
716,39,7,1
9,1460,7,1
-2579,-644,8,1
-934,-2330,11,2
2252,936,8,1
285,-2520,9,1
-2658,-475,12,2
-1265,1417,7,1
1197,-2068,7,1
-2897,441,11,2
456,-1497,10,1
-2303,-967,8,1
-60,1708,9,1
769,2649,9,2
-761,403,8,2
-2354,527,11,2
-31,1532,7,1
1858,986,7,1
2086,-947,8,2
754,2088,9,2
1028,-2394,12,2
2172,-520,8,2
-629,-313,12,2
690,-2153,9,1
166,-673,7,1
2200,1028,12,2
1599,-313,10,1
-236,105,10,2
952,868,10,2
-2253,850,9,1
1858,986,9,1
-834,-2645,10,2
-401,625,10,2
0,-34,12,2
-103,1586,12,1
674,2040,11,2
-948,-1392,10,1
-1955,2097,12,2
2480,976,7,2
2207,169,9,1
782,-692,12,1
1098,1577,7,2
-710,1883,9,2
-1354,-1863,7,1
2720,970,8,1
2089,-1752,7,1
855,-660,11,2
923,290,12,1
-1571,-2100,9,1
2447,105,8,2
-37,2100,9,1
-2053,155,8,1
1424,-2340,7,1
646,-2281,11,2
821,-1997,10,2
1364,509,10,2
1918,-441,11,1
714,2207,8,1
-2237,537,12,2
-2009,-970,9,2
-1969,1625,11,2
-1703,-455,9,2
137,-1087,11,2
-968,-815,12,2
1624,2267,7,1
485,1508,9,1
1154,-467,8,1
-352,-2051,8,2
-1507,-1896,10,2
966,804,10,2
-1674,-357,8,1
-570,-1217,10,2
-440,496,10,2
531,-98,8,1
-1354,-1863,11,2
-213,-724,9,2
439,2234,9,1
-1512,-2589,10,2
22,828,12,1
-1792,1882,8,2
2650,636,9,2
-1857,-2161,11,2
-737,399,8,2
-1435,-657,12,1
-721,453,11,2
1953,-1867,7,1
-1209,-1095,9,1
-464,1578,10,1
1677,1720,12,2
749,-2698,7,1
2845,-660,8,1
-235,1617,8,1
-1125,-2448,12,2
-1412,-138,10,2
2202,1512,8,2
490,-1635,9,1
276,602,11,1
128,1119,8,2
-386,-1020,9,1
403,-1562,7,1
-1178,-1366,10,1
-124,2958,9,2
-1084,1374,9,2
-2354,527,8,1
2196,469,7,1
-1000,1351,9,2
805,-2589,12,2
-1510,-1943,7,1
35,1218,9,1
372,2682,7,1
852,-2842,9,2
2417,-1134,9,2
-623,146,9,1
21,-1626,7,1
-664,465,12,1
469,367,8,1
-838,1140,7,1
745,-1028,9,1
1204,1863,9,1
-2434,1363,9,2
-2102,-1748,10,2
1803,-1231,11,1
2305,-1780,12,2
2711,-530,10,2
-1683,-299,10,1
100,-2355,10,2
-1714,-1036,7,1
-1265,1417,10,2
456,-1497,8,1
-270,-370,10,2
-507,1035,10,1
-2541,-597,7,1
227,1848,9,1
2463,345,8,2
956,-994,7,1
1375,-1964,11,2
-2462,-467,11,2
1883,2066,7,2
-1106,137,8,1
1795,570,9,1
-1039,-2526,8,2
2149,2066,8,2
978,1973,7,1
-1004,741,10,1
1410,2626,11,2
-1697,888,9,1
-2657,-415,10,2
-394,874,7,1
-1435,-657,10,1
-499,1658,7,1
-2845,-904,11,2
-2249,1345,7,2
-1115,1820,11,2
2304,-205,11,2
74,249,12,2
2265,511,9,2
19,2511,12,2
-1801,-904,11,1
2472,-99,9,2
-2622,-995,7,2
621,392,12,2
1313,-2691,11,2
152,126,11,2
2424,210,12,2
-219,-1185,8,1
-717,-956,10,1
872,-1010,7,1
-170,1813,8,1
1677,1720,10,2
1204,1863,9,1
-2386,-1718,11,2
2669,1075,10,2
2149,2066,8,2
725,-2279,8,1
1969,-1824,7,1
-2979,346,8,2
-1429,444,12,2
-1714,-1036,8,1
2120,-520,9,1
2959,-4,11,2
1618,1747,10,2
-2178,606,10,2
602,-2441,12,2
2264,1560,10,2
1028,-2394,9,2
-4,-2261,11,2
-2624,-343,7,1
-1003,806,11,2
-69,-1280,8,1
-344,-2542,9,2
1410,2626,8,2
589,1450,12,1
1197,-2068,12,2
851,-2644,8,2
-1727,-1237,9,1
952,868,9,1
-1245,1417,8,2
1716,516,11,2
-229,2561,11,2
-2208,226,10,1
372,2682,11,2
2038,1866,10,2
2161,1987,8,1
1153,149,9,1
-1955,2097,7,2
-440,2448,7,1
2720,970,12,2
6,260,9,1
58,-923,8,1
2806,572,10,1
-2303,-967,7,1
-390,-2189,12,2
-614,516,12,2
-500,-1136,12,2
47,636,11,2
-227,2105,9,1
1244,-1747,8,1
1734,1156,8,2
900,2291,9,2
194,432,11,2
1112,63,7,1
-2480,901,7,2
-718,1703,9,1
-1263,-94,12,1
551,-33,8,1
-1873,1337,12,2
-2124,1532,7,2
-2564,247,7,2
-431,574,11,2
2669,1075,12,2
255,1565,9,1
-309,2524,7,2
622,2534,11,2
-1298,2124,9,2
-291,-118,7,1
-884,-212,9,1
680,1205,9,2
-36,-2279,12,2
-1531,-524,11,1
-112,2036,9,1
-16,2540,10,2
1158,1421,8,1
-765,570,11,2
116,690,10,2
-300,2488,10,2
1468,-594,9,1
1515,-1816,12,2
-1125,2523,9,1
-221,-2105,7,1
166,-673,8,1
1232,-1435,8,1
276,602,9,1
1712,1809,10,2
1464,436,12,2
-1889,183,10,2
-995,-1662,10,2
1457,1156,11,2
2674,256,8,2
1069,-656,8,1
-1949,1516,10,2
-1988,725,8,1
1966,1189,9,1
563,-751,12,2
2264,1560,10,2
-2785,-44,7,1
1392,-1978,12,2
1600,1601,11,2
-2983,198,9,2
1079,2137,10,1
2956,477,7,2
-843,1100,12,2
85,2271,11,2
-2027,-1946,7,1
2384,283,8,1
-2009,1636,11,2
-1041,-751,10,1
-110,-2602,9,2
-300,2488,9,1
2835,633,9,2
13,2556,7,1
-1648,828,11,2
-2790,-445,7,1
1441,-2501,10,2
1674,412,11,2
-227,2265,11,2
-1769,-270,9,1
1158,1539,9,1
-1889,183,10,2
-499,1658,11,2
-2782,398,12,2
-458,782,10,1
672,-35,7,1
-431,-2532,12,2
2548,-1575,11,2
273,-1002,7,1
2337,622,7,2
-1561,-1942,10,1
255,1565,11,1
658,1412,7,2
2730,-901,11,2
-1830,-831,7,1
1226,-1979,12,2
-954,-2383,8,1
-716,692,10,1
2371,-281,7,1
133,2076,12,2
805,-2589,12,2
456,-2740,7,1
1595,2093,11,2
1994,-2188,7,1
603,-2366,11,2
482,-2060,11,2
9,1460,7,1
-38,1729,12,1
2833,-337,9,1
-788,2045,8,2
-1041,-465,8,1
